iter	RMSE
417	0.167226991
418	0.1667868809
419	0.1665811721
420	0.1659668722
421	0.1658817775
422	0.1657884572
423	0.1655375178
424	0.1649928158
425	0.1649086194
426	0.1645871657
427	0.1641076622
428	0.1636882586
429	0.163341385
430	0.1627738151
431	0.162658781
432	0.1623422851
433	0.1619548345
434	0.161870199
435	0.1614788934
436	0.1612998889
437	0.1609398192
438	0.1605473625
439	0.1604547812
440	0.1603836441
441	0.1600236206
442	0.159933802
443	0.1598403207
444	0.1593842249
445	0.1589841228
446	0.1584939299
447	0.1581725648
448	0.1577849702
449	0.1571603506
450	0.157080979
451	0.1565978365
452	0.156540206
453	0.1560601053
454	0.1557854113
455	0.1551958706
456	0.1549811995
457	0.1547529342
458	0.1544487719
459	0.1543778188
460	0.1540515976
461	0.1536227764
462	0.1535607018
463	0.1532101951
464	0.1528824794
465	0.1527341309
466	0.1521378358
467	0.1516277268
468	0.1511607418
469	0.150905927
470	0.1504293256
471	0.1501037669
472	0.149670639
473	0.1493076447
474	0.1491734059
475	0.1489472418
476	0.1488895014
477	0.1486334033
478	0.1485650886
479	0.1484864686
480	0.1481966234
481	0.1477153437
482	0.1472093264
483	0.1471254651
484	0.147055737
485	0.1466657215
486	0.1461939092
487	0.1460606416
488	0.1458188329
489	0.1455973442
490	0.1450680357
491	0.1450168847
492	0.1445102369
493	0.1443173232
494	0.1442446826
495	0.1441891823
496	0.1437947572
497	0.1437438842
498	0.1436999014
499	0.1434423008
500	0.1433781522
501	0.1433201203
502	0.1429979245
503	0.1426956743
504	0.1423602982
505	0.1422933483
506	0.1418942898
507	0.1414505747
508	0.1411598298
509	0.1409992595
510	0.1406514682
511	0.1404748621
512	0.1402136819
513	0.1398201515
514	0.1393714707
515	0.1392947274
516	0.1389304627
517	0.1386826208
518	0.1384502803
519	0.1378487008
520	0.1374758554
521	0.1372552043
522	0.1369127672
523	0.1368193935
524	0.1365360795
525	0.136287792
526	0.1362116309
527	0.1361571543
528	0.1359445101
529	0.1354994261
530	0.135445715
531	0.1351527083
532	0.1351122524
533	0.1350467023
534	0.134672257
535	0.13445816
536	0.1341562132
537	0.1339472817
538	0.1336942739
539	0.1336290646
540	0.1332847628
541	0.1329337894
542	0.132876616
543	0.1324353408
544	0.1322111618
545	0.1318666641
546	0.1315724244
547	0.131214151
548	0.1311645086
549	0.1308801361
550	0.1306231641
551	0.1305710591
552	0.1303452755
553	0.1299311149
554	0.1298173958
555	0.1296413516
556	0.1295352225
557	0.1293511796
558	0.1289795186
559	0.128923911
560	0.1287541039
561	0.1284368954
562	0.1283979031
563	0.1279835586
564	0.1278715026
565	0.127834409
566	0.1275066142
567	0.1273995518
568	0.1270206724
569	0.1269403451
570	0.126835556
571	0.1265746956
572	0.1263151543
573	0.1261570305
574	0.1261053806
575	0.1258250527
576	0.1257188243
577	0.125349395
578	0.1250984155
579	0.1250344292
580	0.1248456821
581	0.1244818272
582	0.1244214958
583	0.123965675
584	0.1237668426
585	0.1235278794
586	0.12333522
587	0.123215245
588	0.1229739443
589	0.1228199315
590	0.1226564704
591	0.1225543589
592	0.1223908921
593	0.12233336
594	0.1219865527
595	0.1217097486
596	0.1213770237
597	0.121231322
598	0.1209767106
599	0.1207104017
600	0.1203617301
601	0.1200406505
602	0.1199126794
603	0.119580301
604	0.1194046328
605	0.1192902269
606	0.1191099505
607	0.1189018908
608	0.1186006732
609	0.1182627249
610	0.1179089068
611	0.1177500657
612	0.117663908
613	0.1175269781
614	0.1173294464
615	0.1170066246
616	0.1167358456
617	0.116509773
618	0.1163029417
619	0.1160609301
620	0.1159863131
621	0.1159417957
622	0.1157446013
623	0.1154780453
624	0.1152757406
625	0.1149297672
626	0.114755196
627	0.1145269981
628	0.1142673416
629	0.1139647682
630	0.1138306311
631	0.113633563
632	0.1134111484
633	0.1132268274
634	0.1129731269
635	0.1127239294
636	0.1124978414
637	0.1121041636
638	0.1120398556
639	0.111853389
640	0.111599937
641	0.1113748177
642	0.1111687468
643	0.1108799018
644	0.1106517127
645	0.1104284054
646	0.1102037531
647	0.110141263
648	0.1098826524
649	0.1097175292
650	0.1096456615
651	0.1093125717
652	0.1092443054
653	0.1089096878
654	0.1087314846
655	0.1086199594
656	0.1083892159
657	0.1083486274
658	0.1081310829
659	0.108022396
660	0.1077640401
661	0.1075514271
662	0.1074125104
663	0.1072372085
664	0.1069567423
665	0.1066565051
666	0.1063321281
667	0.1062589762
668	0.1061045662
669	0.1059532699
670	0.1057658711
671	0.1054396799
672	0.1053901798
673	0.1052580622
674	0.105131276
675	0.1049525386
676	0.1047330857
677	0.1044957958
678	0.1043024869
679	0.1042352671
680	0.1041625873
681	0.1039579145
682	0.1037717495
683	0.1035207633
684	0.1033077066
685	0.1032472766
686	0.1030623077
687	0.1028447374
688	0.1025510037
689	0.1021379436
690	0.1019729025
691	0.1018205647
692	0.1017207689
693	0.1015275224
694	0.101476595
695	0.1012130836
696	0.1010758913
697	0.100985233
698	0.1007764228
699	0.1005554679
700	0.1004816477
701	0.1004401271
702	0.100347146
703	0.1001119511
704	0.09999254789
705	0.09988042097
706	0.09983765753
707	0.09970293227
708	0.09958892157
709	0.09940800657
710	0.09937219377
711	0.09926807769
712	0.0990980182
713	0.09887172179
714	0.09869112721
715	0.09846086807
716	0.09834190655
717	0.09812894781
718	0.09799370032
719	0.09784240467
720	0.09779324235
721	0.09754647462
722	0.09732590048
723	0.09712473135
724	0.09682718881
725	0.09667507677
726	0.09662936555
727	0.09649010943
728	0.09637420991
729	0.09617066099
730	0.09604608874
731	0.09583897272
732	0.09556725415
733	0.09534345404
734	0.09499457003
735	0.09483960503
736	0.09468185612
737	0.09449392412
738	0.09433461112
739	0.09427457977
740	0.09406088567
741	0.09391455198
742	0.0937662807
743	0.09366419704
744	0.09347593674
745	0.09329564629
746	0.09316679999
747	0.09310723553
748	0.09278447403
749	0.09253285226
750	0.09237558374
751	0.09215235299
752	0.09208255823
753	0.09192900688
754	0.09178896457
755	0.09174787133
756	0.09156111937
757	0.09130303153
758	0.09116486179
759	0.090974505
760	0.09083127423
761	0.09061401544
762	0.09040554438
763	0.09022416978
764	0.09009599699
765	0.08995132786
766	0.08975694624
767	0.0895500789
768	0.08938873021
769	0.08934640814
770	0.08922628975
771	0.08905224401
772	0.08895772146
773	0.08884550373
774	0.08872923264
775	0.08854101079
776	0.08849250413
777	0.08832578485
778	0.08818941702
779	0.08802727206
780	0.08789262451
781	0.0878483074
782	0.08772321239
783	0.08747712012
784	0.08745007649
785	0.08730452236
786	0.08697496563
787	0.0868997734
788	0.08671006671
789	0.08659204713
790	0.0865575918
791	0.08642798005
792	0.08623343933
793	0.08608258445
794	0.08591665142
795	0.08585608749
796	0.08579957912
797	0.08572587557
798	0.0856242707
799	0.08550243043
800	0.08527001017
801	0.08505064677
802	0.08484008781
803	0.08479798402
804	0.0846547619
805	0.08433725914
806	0.08412087525
807	0.08406924327
808	0.0839911706
809	0.08383971048
810	0.0836814045
811	0.08357346442
812	0.08350158438
813	0.08329466079
814	0.08315996171
815	0.08311649983
816	0.08300099501
817	0.08290816413
818	0.08273878387
819	0.08257234659
820	0.08252538037
821	0.08226752942
822	0.08211522677
823	0.08197815387
824	0.08192736675
825	0.08184054931
826	0.08177936555
827	0.08174998425
828	0.0816829536
829	0.0813504278
830	0.08119927381
831	0.08102425425
832	0.0808854968
833	0.08074985919
834	0.08056274662
835	0.0802919962
836	0.08006307198
837	0.07997148539
838	0.07987110886
839	0.07977301362
840	0.07971311391
841	0.07955787778
842	0.07939364035
843	0.07919118911
844	0.07901998113
845	0.07887484427
846	0.07873660117
847	0.07859177087
848	0.07853740732
849	0.07825782281
850	0.07818286331
851	0.07798434533
852	0.07778646636
853	0.07768715629
854	0.07758882044
855	0.07747084384
856	0.07733592546
857	0.07712328419
858	0.07700786147
859	0.0769068851
860	0.07675403693
861	0.07671179182
862	0.07656561354
863	0.07644408601
864	0.07637864931
865	0.07632874936
866	0.07622281568
867	0.07594828531
868	0.07590301162
869	0.07566686215
870	0.07553672394
871	0.07536609596
872	0.07529926112
873	0.07527769297
874	0.07518833778
875	0.07513381793
876	0.07504483268
877	0.07502636121
878	0.07497440365
879	0.07490021781
880	0.07460952927
881	0.0745774003
882	0.0743603417
883	0.07433790154
884	0.07420050416
885	0.07401994972
886	0.07394230536
887	0.0737499153
888	0.0736576335
889	0.07350873844
890	0.0734594925
891	0.0733725207
892	0.07332744428
893	0.07320703293
894	0.07315836097
895	0.07312390618
896	0.07299776753
897	0.07292870254
898	0.07286003879
899	0.07263741802
900	0.07251030935
901	0.0724782322
902	0.07241825036
903	0.07230597934
904	0.0721871697
905	0.0720704217
906	0.07202536039
907	0.07187410734
908	0.07184393767
909	0.07169999979
910	0.07167339213
911	0.07158621251
912	0.07141469884
913	0.07119697708
914	0.07101263797
915	0.0709708601
916	0.07094825422
917	0.07089283662
918	0.07083678649
919	0.07077554796
920	0.0706382221
921	0.07053224906
922	0.07044619167
923	0.07036463037
924	0.07029506471
925	0.07016084892
926	0.06994857857
927	0.06983901552
928	0.06973526919
929	0.06971894425
930	0.06961627893
931	0.06951656389
932	0.06940977201
933	0.06933877668
934	0.0691924082
935	0.06912070347
936	0.0690976878
937	0.06902298861
938	0.06892999007
939	0.06876180941
940	0.06865113967
941	0.06862890379
942	0.06852655243
943	0.0684355492
944	0.06838947555
945	0.06827056625
946	0.06816816317
947	0.06806937031
948	0.06799464332
949	0.06794984248
950	0.06791646397
951	0.0678536161
952	0.06772742573
953	0.06746261887
954	0.06734400065
955	0.06725501918
956	0.06716991225
957	0.06707182952
958	0.06694511577
959	0.06688760628
960	0.06683769287
961	0.06663717799
962	0.06653103563
963	0.06637462002
964	0.06616317082
965	0.06610468308
966	0.06604683518
967	0.06585642612
968	0.06568530096
969	0.06561319886
970	0.06552570895
971	0.06536908479
972	0.06519519463
973	0.06510694807
974	0.06493157947
975	0.06490905515
976	0.06482417943
977	0.06464048536
978	0.06446614637
979	0.06439290213
980	0.06423382694
981	0.06405427701
982	0.06399299538
983	0.06395565001
984	0.06390763231
985	0.06366963025
986	0.06355534111
987	0.06347162333
988	0.06343893651
989	0.06339999344
990	0.06323305577
991	0.06306996059
992	0.06295929198
993	0.06291670255
994	0.06284255731
995	0.0627160181
996	0.06252412015
997	0.06248206911
998	0.0624253639
999	0.06239020584
31997
998	0.0608345459
999	0.06073646556
