iter	Logloss
414	0.6609595
415	0.6608957319
416	0.6607956388
417	0.6607676264
418	0.6607597123
419	0.6607417206
420	0.6606763014
421	0.6606422538
422	0.6605459185
423	0.6605128957
424	0.6604777094
425	0.6604668347
426	0.660450608
427	0.6604258409
428	0.6604010739
429	0.6603254631
430	0.6603236412
431	0.6602778648
432	0.6602123887
433	0.6601609187
434	0.6600562138
435	0.6600421507
436	0.6599995058
437	0.6599289054
438	0.6598664469
439	0.6597664107
440	0.6597378859
441	0.6597234811
442	0.6596751427
443	0.6596556706
444	0.6595954895
445	0.6595474357
446	0.6594599254
447	0.659358352
448	0.6593547081
449	0.6593364886
450	0.6593095011
451	0.6592899152
452	0.6592755674
453	0.6591905053
454	0.6591768407
455	0.6590861989
456	0.6590766907
457	0.6590602362
458	0.6590545427
459	0.6590235696
460	0.659017022
461	0.6590070582
462	0.6589851949
463	0.6589539941
464	0.6589431763
465	0.6589176121
466	0.6588916494
467	0.6588466132
468	0.6588220169
469	0.6587725967
470	0.6586852572
471	0.6586402779
472	0.6585933628
473	0.6585319861
474	0.6584752211
475	0.6584410027
476	0.658408834
477	0.6583102781
478	0.6581678248
479	0.6581274004
480	0.6581083839
481	0.6580533839
482	0.6579980993
483	0.6579397401
484	0.6579210651
485	0.657913208
486	0.6579029596
487	0.6578530269
488	0.6578420383
489	0.6578395331
490	0.6578340673
491	0.6577963758
492	0.6577552682
493	0.6577122816
494	0.6576758997
495	0.6576722558
496	0.6576558583
497	0.6575137466
498	0.6573823388
499	0.6573469247
500	0.6573279651
501	0.6572948854
502	0.6572820179
503	0.6571885863
504	0.657127665
505	0.6570680533
506	0.6570509726
507	0.657034632
508	0.6570108898
509	0.6569985347
510	0.6569035089
511	0.6568408795
512	0.6568276704
513	0.6567813247
514	0.6567388506
515	0.6566627275
516	0.6566509987
517	0.6565935505
518	0.6565674739
519	0.6565322876
520	0.6564903829
521	0.6564709108
522	0.6564152846
523	0.6564007659
524	0.6563667183
525	0.656320942
526	0.6562999896
527	0.6562648033
528	0.6562247205
529	0.6561858903
530	0.6561508748
531	0.6561483127
532	0.6561224639
533	0.6560804452
534	0.6560635353
535	0.6560093325
536	0.6560046068
537	0.6559755126
538	0.6559337787
539	0.6559040013
540	0.6558832197
541	0.655765078
542	0.6557055801
543	0.655543427
544	0.6555164394
545	0.6554702645
546	0.6554448142
547	0.6553735306
548	0.6552953008
549	0.6551567761
550	0.6550790587
551	0.6550475163
552	0.6550377234
553	0.6549486189
554	0.6548845661
555	0.6548510879
556	0.6548360568
557	0.6547438209
558	0.6547254876
559	0.6547043074
560	0.6546810207
561	0.6546678116
562	0.6546432723
563	0.6546085415
564	0.6544917092
565	0.6544238418
566	0.6543434485
567	0.6543358191
568	0.6542068026
569	0.6541191215
570	0.6540950946
571	0.6540400377
572	0.6539768959
573	0.6539692665
574	0.6539119891
575	0.6538733867
576	0.6537284282
577	0.6537034903
578	0.6536422274
579	0.6536237233
580	0.6535907575
581	0.6534489874
582	0.653366829
583	0.6533336355
584	0.6532227815
585	0.653087616
586	0.6530321605
587	0.6529843914
588	0.6529438531
589	0.6528901057
590	0.6528832735
591	0.6528610116
592	0.6527345572
593	0.6526522281
594	0.6526333823
595	0.6526119175
596	0.6525923886
597	0.6525598782
598	0.6524445263
599	0.6524021661
600	0.6523648732
601	0.6523138587
602	0.6522121714
603	0.6521823371
604	0.6521781238
605	0.6521692988
606	0.6521563174
607	0.6521319489
608	0.6521164624
609	0.6520471146
610	0.6520339055
611	0.6520198993
612	0.6519817523
613	0.651966095
614	0.6519352927
615	0.6518906551
616	0.6518309294
617	0.6518225029
618	0.6517849823
619	0.6517618663
620	0.6517583363
621	0.6517214989
622	0.6517163177
623	0.6516645061
624	0.6516268716
625	0.6515678292
626	0.6515534814
627	0.6515238748
628	0.6514791232
629	0.6514766181
630	0.6514258883
631	0.6513700912
632	0.6512963594
633	0.6512670944
634	0.651209817
635	0.6511754278
636	0.6511027777
637	0.6510871773
638	0.6510020014
639	0.65098549
640	0.6508963286
641	0.6508815253
642	0.6507968049
643	0.6507152728
644	0.6507006973
645	0.6506745068
646	0.6506597604
647	0.6506374985
648	0.6505973588
649	0.6505676953
650	0.6505321673
651	0.6504915152
652	0.650470449
653	0.6504267792
654	0.6504148227
655	0.6504114635
656	0.6504071933
657	0.6503960908
658	0.6503837358
659	0.6503130215
660	0.6502997555
661	0.6502874574
662	0.6502524419
663	0.6502409408
664	0.6501951075
665	0.6501744968
666	0.6501133478
667	0.6500849937
668	0.6500622194
669	0.6500186066
670	0.6500052836
671	0.6499897971
672	0.6499177164
673	0.6498750715
674	0.6498583893
675	0.6498229753
676	0.6497559619
677	0.6497364329
678	0.6497149112
679	0.6496883222
680	0.6496669712
681	0.6496608791
682	0.6496346317
683	0.6496249526
684	0.6495790624
685	0.6495715469
686	0.6495142695
687	0.6494719662
688	0.6494392281
689	0.6493880998
690	0.6493695387
691	0.6493004187
692	0.6492137055
693	0.6492003825
694	0.6491614384
695	0.6490945389
696	0.6490761486
697	0.6490184727
698	0.6489116042
699	0.6488851291
700	0.6488168062
701	0.6488017182
702	0.6487213818
703	0.6486764025
704	0.6486546531
705	0.6485771065
706	0.6485654347
707	0.6485495496
708	0.6485424326
709	0.648447236
710	0.6483992961
711	0.6483006264
712	0.6482877589
713	0.6482280902
714	0.6481633542
715	0.6481084112
716	0.6480796017
717	0.6479981835
718	0.6479591256
719	0.6479351556
720	0.6479089652
721	0.6478667757
722	0.6478593741
723	0.6478028938
724	0.6477934425
725	0.6476587324
726	0.6476521848
727	0.6476109063
728	0.6475879043
729	0.6475398505
730	0.6475014758
731	0.6474671435
732	0.6473949489
733	0.6472967347
734	0.6472573921
735	0.6472319418
736	0.6471128321
737	0.6470218488
738	0.6470158705
739	0.6470008964
740	0.6468944265
741	0.6468047526
742	0.6467214556
743	0.6467132568
744	0.6466969163
745	0.6466211917
746	0.6465385209
747	0.6464617715
748	0.6464562487
749	0.6464190697
750	0.6463229051
751	0.6462791784
752	0.6462585108
753	0.6462193959
754	0.646196223
755	0.6461641112
756	0.6461347324
757	0.6461061506
758	0.6460528587
759	0.6459767356
760	0.6458903071
761	0.6458359334
762	0.6458050742
763	0.6457910111
764	0.6457631695
765	0.645702419
766	0.6456482731
767	0.6456002762
768	0.6453857422
769	0.6453514099
770	0.645294588
771	0.6452466481
772	0.6452260943
773	0.6451353386
774	0.6451096037
775	0.6450996399
776	0.6450801679
777	0.6450444691
778	0.6450023366
779	0.6449579267
780	0.6449367466
781	0.6448582891
782	0.6448323264
783	0.6448118865
784	0.644696193
785	0.644685546
786	0.6446517261
787	0.6446493917
788	0.6446442675
789	0.6446224611
790	0.6445619384
791	0.6445327303
792	0.6445097283
793	0.6444945264
794	0.644457689
795	0.6444407221
796	0.6442953081
797	0.6442773164
798	0.6441855359
799	0.6441561571
800	0.6441418093
801	0.6441247285
802	0.6440355671
803	0.6439756707
804	0.6439714574
805	0.6439415092
806	0.6438492163
807	0.6437736625
808	0.6437213955
809	0.6436702671
810	0.6436430518
811	0.6436139007
812	0.6435999514
813	0.6435918666
814	0.6435202414
815	0.6434934246
816	0.6434537973
817	0.6433716959
818	0.6432657954
819	0.6431858575
820	0.6431475397
821	0.6431112147
822	0.6430705626
823	0.6429826537
824	0.6429258318
825	0.6428294395
826	0.6427742118
827	0.6427003092
828	0.642547949
829	0.6423951903
830	0.6423853404
831	0.6423087618
832	0.6422583167
833	0.6421554907
834	0.6421394918
835	0.6421112516
836	0.6420272144
837	0.6420072869
838	0.6418914795
839	0.6418163243
840	0.6418084671
841	0.641763374
842	0.6417127011
843	0.6415893782
844	0.6415193472
845	0.6414526185
846	0.6414015471
847	0.6413635709
848	0.641335103
849	0.6412836331
850	0.6412788505
851	0.641230569
852	0.6411308175
853	0.6410339697
854	0.6409356416
855	0.640832474
856	0.6407612473
857	0.6406913871
858	0.6406637733
859	0.6405711388
860	0.640496439
861	0.6404057972
862	0.6403292186
863	0.6402667601
864	0.6401924589
865	0.6401837477
866	0.6401647312
867	0.6400408958
868	0.6399620398
869	0.6398316568
870	0.6397115223
871	0.6396627853
872	0.6395219831
873	0.6394282099
874	0.6393720712
875	0.6393460516
876	0.6392873508
877	0.6392150993
878	0.6392037691
879	0.6391644834
880	0.6390421853
881	0.6389705601
882	0.6389224494
883	0.6388782103
884	0.6388211606
885	0.6388111399
886	0.6387810778
887	0.6387314868
888	0.6386840023
889	0.6386708502
890	0.6385470148
891	0.6384215853
892	0.6383770046
893	0.6382820926
894	0.6382163888
895	0.6381896859
896	0.6381194271
897	0.6380332833
898	0.6379632523
899	0.6379274397
900	0.6378711302
901	0.6378452813
902	0.6378403279
903	0.6378152193
904	0.637765799
905	0.6377084077
906	0.6377024864
907	0.6376358146
908	0.6375697122
909	0.6374916532
910	0.637406705
911	0.6372698314
912	0.6372265033
913	0.6370773885
914	0.6370225024
915	0.6369300956
916	0.6368169073
917	0.6367606547
918	0.6367175543
919	0.6365906445
920	0.6364976114
921	0.636472275
922	0.6364177875
923	0.6363744024
924	0.6363226478
925	0.6362930981
926	0.6362211882
927	0.6361470009
928	0.6360549927
929	0.6358701791
930	0.6358570839
931	0.6358033365
932	0.6357646771
933	0.6356678863
934	0.6356387352
935	0.6355972859
936	0.6354756711
937	0.6353652157
938	0.6353079952
939	0.6352384767
940	0.63520534
941	0.6351142997
942	0.6350641962
943	0.6349294862
944	0.6348785287
945	0.6347549211
946	0.6346991809
947	0.6346117845
948	0.6345038343
949	0.6343880269
950	0.6342725611
951	0.6341647248
952	0.6341008428
953	0.6340491451
954	0.6340107135
955	0.6339840675
956	0.6338641039
957	0.6338094455
958	0.6337482395
959	0.6336888555
960	0.6336579963
961	0.633610398
962	0.6335383173
963	0.6335246527
964	0.6334320182
965	0.6333483796
966	0.6332588196
967	0.6331357814
968	0.6331037835
969	0.6330291406
970	0.6329207919
971	0.6328030487
972	0.6327737837
973	0.63262985
974	0.6325517341
975	0.6324754402
976	0.6323594051
977	0.6322348865
978	0.6321473762
979	0.6320812168
980	0.6319963825
981	0.6319579509
982	0.6318880337
983	0.6318292191
984	0.63175395
985	0.6316299438
986	0.6315785878
987	0.6314696127
988	0.6313667867
989	0.631268117
990	0.6312118075
991	0.6311248096
992	0.6310380395
993	0.6309422166
994	0.6308582363
995	0.6307959485
996	0.6307278533
997	0.6305775429
998	0.6304751724
999	0.6304554726
